name,spike,length,width,height,He,sd,U,err,Th,err,Ca,err,P,err,Si,err,Cl,err,Sm,err,U,err,Th,err,Sr,err,Mn,err,Y,err
C6,0.0554,334.7,194.8,,0.4203,0.0031622777,135322.8484375,1880.5769314771,87475.18296875,3539.9856337246,4724550.9884375,320388.173658128,57452384.6225,5164756.25667768,216709.424375,39678.5259565687,367270.13265625,22665.3681631796,479155.02296875,4391.0934278033,184289.25765625,2852.0001423522,208511.03234375,2372.8621491842,812764.4875,47066.3922131512,14733374.5178125,794917.163729645,11665239.1865625,476965.158872876
C7,0.0553,346,179.2,,0.8172,0.0051546096,299595.35640625,3522.4378613246,102230.64296875,1556.0152375888,6748703.6465625,473215.85000213,82393600.3165625,8040610.78757417,271041.18625,31214.7348537467,412515.1246875,24195.6100911738,626860.98515625,5315.9080314046,183176.38734375,2217.8219633888,206895.1015625,2377.4038935475,1145154.008125,40571.8327135679,27286349.1146875,1496166.84170555,23766535.209375,891208.136270111
C8,0.0546,362.7,197.1,,4.2424,0.029183043,405128.4084375,4455.9073724454,911381.58859375,8969.5973854566,9627000.83515625,647689.103009936,113070300.520937,11425371.4000607,953101.90234375,52364.2444359308,206715.904375001,18121.0094004125,694718.3021875,5207.5682639498,182657.76890625,3031.0845952548,201354.7828125,1937.9395221676,2095493.13265625,60809.9076623249,40188170.4484375,1733454.88632037,24825403.2503125,934033.249947448
B2011,0.0563,226.3,138.8,,0.0464,0.0013453624,66495.96125,1138.0046863986,52697.83984375,781.273984349,2366948.9859375,138289.986253003,26993308.721875,2453635.71350156,247166.3878125,75948.7521072996,273317.53828125,22153.0205602165,57720.38046875,776.2967496777,186070.95078125,2225.4863564155,208018.48484375,2911.3488660833,2363457.2109375,94606.1078104936,2053027.25296875,118510.018250517,1243536.05640625,63034.8976436834
B2012,0.0552,280.2,134.5,,0.0588,0.0013453624,96914.65578125,1272.1669127358,86215.96734375,1126.4458557828,3458668.8675,211286.327362954,40276753.9160938,3834267.07141952,204183.55671875,36186.6926370336,229790.715,18741.0731302777,132085.40046875,1510.8598873735,181342.939375,2135.0533852676,205643.48453125,2543.4117483998,3048803.869375,144589.24788425,3720460.03125,204616.754229922,2740757.68609375,114159.855776923
B2013,0.0554,405.4,170,,0.1525,0.0017492856,186607.25203125,2321.4526167297,115025.190625,1411.9884076044,5204483.623125,388186.436841883,61676577.9296875,5515777.79946445,280813.05578125,31196.844437976,236923.32296875,22298.1910813178,93585.07875,1124.230009896,183944.001875,2292.6109863438,205800.5740625,2175.5156584843,4399561.55625,155621.056769077,4706378.66953125,258911.544044268,1956776.22578125,89210.2053916984
B2014,0.0545,342.3,200.8,,0.3202,0.0025079872,370276.3253125,4144.0424127292,239860.7790625,2762.4799427681,5712614.395625,334139.821763649,67106911.6934375,5098500.14719048,244433.72609375,93124.6849823363,278511.86078125,23760.3488146369,50279.2421875,834.6430319232,182018.30796875,1995.0888033163,204702.08921875,1987.9979456181,4254520.07359375,167435.628300566,5419683.82515625,339097.287743157,998058.46359375,45334.2444710513
B2015,0.0561,238.6,139.6,,0.2101,0.0019723083,61295.52484375,1024.4468623247,55470.091875,819.4601462769,2619691.43515625,147641.105293569,30991927.2440625,3082025.92976538,140485.4015625,39923.154243437,344623.59671875,17843.6886948719,36630.33671875,655.0920817525,183106.7425,2246.8648096269,206581.29515625,2407.4773383614,2236716.09203125,90573.4983684159,2558055.7940625,156948.577882553,1124437.405625,61832.9293602643
B2016,0.056,233.2,125.9,,0.0587,0.0013453624,58290.82234375,872.8784308939,108832.283125,1412.1853986426,1662742.3659375,134801.683631507,19219751.1746875,1697830.78914783,181331.519375,40164.8695720921,179347.5628125,19005.284411025,36992.4359375,550.4574515764,185073.6884375,2468.9806860208,207652.4721875,2221.5260540709,1298288.03078125,67219.8174728567,1856300.1365625,108543.704125863,676743.57203125,33598.7353009995
B2017,0.0551,222.4,123.4,,0.0321,0.001421267,64704.2775,1074.5605131579,32260.2675,608.7791147133,1712551.209375,131762.035652519,20658482.8970313,1634690.86538274,123489.70671875,38588.2368030939,185197.2309375,18518.2500929336,26081.73578125,460.8788150769,181566.37234375,2077.682925522,205293.425,2413.5157726727,1637605.9840625,64678.1137193224,2068425.3296875,92922.1490306929,659201.66453125,33420.0589881509
B2018,0.0539,266.5,150.3,,0.0378,0.0013453624,62192.1746875,1074.798367537,40686.43625,645.2807502965,2548859.47234375,183563.275745145,29638726.1146875,2811269.84429677,180574.77859375,39242.28155767,220871.721875,19002.8479974815,61035.08125,710.2530082033,179629.1034375,2327.4103325651,202467.9171875,2696.912125504,2100074.75828125,85407.8352297172,2735312.9246875,148521.227679218,1427267.983125,94022.515432644
B2019,0.0544,292.2,193.5,,0.0844,0.001421267,113117.88359375,1386.4440265365,79990.451875,1255.9788508315,5772995.45125,388153.251592729,68749841.124375,5964989.44148046,237874.77609375,98743.5332957363,232760.04203125,21534.8361058761,122194.88375,1310.2715452168,178556.52234375,2186.1786557956,195097.96984375,2155.0019492316,4960383.78,146982.230164352,6264817.63265625,339051.295653436,2595462.15609375,111446.537227014
B2020,0.0541,283.5,168.8,,0.0918,0.0015,121812.511875,1514.1446170168,36145.070625,626.982530034,3935149.5121875,252499.307085673,45468499.2471875,4883872.69531702,251395.58140625,33631.5792423925,280983.4171875,17112.8706814834,39035.3853125,603.1162911791,178498.82375,1946.2068192814,199584.63140625,2592.0029542041,3694779.66234375,167717.147837199,3036380.36296875,147998.809247088,1474442.01953125,65012.6894020243
B2021,0.0542,402.8,174.2,,0.0667,0.001421267,126872.40609375,1619.0724530026,86486.808125,1389.4103772314,5096801.49109375,334380.935329143,60769102.7625,5438401.77725745,447096.03890625,70399.3823064433,331708.3759375,22382.6320700227,22183.37515625,450.2998454152,177050.76671875,2116.5090416668,201147.21265625,2493.2009497872,4238283.01859375,166685.547786245,2584739.88984375,153907.743217062,1201212.9553125,51530.8779853454
B2022,0.0538,374.5,192.7,,0.0861,0.001421267,176270.0096875,2169.2117376544,106009.959375,1505.1186919488,5796535.7290625,341109.169314057,67869169.37625,6784841.29317992,382571.94140625,75638.3725003354,369744.3196875,23938.6753159131,72257.55328125,1025.7872401189,175943.69734375,2478.174407443,199009.7209375,2202.0822467619,5016456.72359375,177220.525629251,7643455.4871875,381135.69575395,2016485.919375,110598.086334415
B2023,0.0543,420.3,171.9,,0.0975,0.0015,127518.42734375,2700.1687719717,165798.46765625,2850.4061043095,5706062.3078125,439727.853495362,64498932.5823438,5695744.61644918,430751.72984375,161880.765937286,389956.8784375,21697.1623731316,267567.05953125,2903.413187632,177560.6921875,3333.4612827036,199224.6109375,2702.5964196592,5301489.98796875,233155.564748752,7114320.9790625,375849.964630712,5462464.1515625,248714.02975595
C3,0.055,128.5,112.4,,1.6421,0.0116520384,115076.54171875,1660.0800324985,137720.28765625,1775.7850402021,1589051.02515625,95902.5022688704,10693197.8464062,965381.621344147,293218.2728125,172611.788071182,539256.7853125,30209.4050183177,139133.6490625,1414.9278347571,182765.5771875,2753.4565361796,201129.3028125,2285.2368191534,2976986.67703125,138003.108239472,12494892.96125,664641.201064176,3644382.96234375,164345.851873678
C4,0.0565,175.4,108.7,,1.5386,0.011335784,107359.798125,1200.8197040367,127043.78671875,1450.7780411499,845326.36515625,60019.1228574677,10151094.429375,899039.756206246,143339.59859375,33635.7440345894,216742.9546875,21666.1022771327,116338.75,1292.9832110721,186530.53765625,2407.3743534206,213451.35765625,2220.2274418403,646417.16921875,31980.8904169341,10061478.478125,465723.980771619,3296839.32,160800.310355085
CD1,0.0553,255.3,87,85.2,0.8049,0.006,118018.27328125,1543.6984485876,189640.5178125,2393.2727307717,2156105.01078125,143865.823069355,17648119.7921875,1476879.96821674,423481.92453125,343863.717735599,474910.2996875,24133.0516521562,167829.16703125,1644.0985263187,182655.1475,2468.2295912413,200953.6115625,2222.8475932677,3571175.12765625,146383.585252275,5604747.574375,317185.76938762,2018895.1478125,95108.6156692633
CD2,0.0564,282.8,97.6,98.4,0.8592,0.0064,128441.36578125,2083.002917196,233602.02625,2793.7678128561,1725205.4621875,134524.738700686,19956662.1532812,2066364.32423444,158404.095625,36516.3472319568,299415.329375,27317.9474367616,192858.48671875,2033.587594035,181846.54359375,2613.2268008178,209126.14828125,2640.0823180832,1961716.85234375,75875.5982153493,4656629.5909375,260193.501403026,2371415.30359375,131236.614067488
CD3,0.0554,194.6,100.5,98,0.6079,0.0045891176,105274.97078125,1530.5300446176,190119.665625,2171.8782564918,1507523.1759375,104258.910345236,17753671.8696875,1477144.7734843,211845.88296875,32826.4225156079,204711.40171875,19873.5080676809,152671.55984375,1759.2185192913,178283.2246875,2366.5321042262,203659.01734375,2622.3211184134,1748502.15109375,76400.6240965495,2841404.4825,164364.911761697,1853026.040625,81471.0132235435
CD4,0.0553,223.6,109.1,102.7,0.8257,0.0058051701,130258.89984375,1972.670983959,251172.099375,2758.1876928151,1611539.4,119949.258205639,18990268.9670313,1921287.22727612,133544.7428125,35547.0117161031,224194.32390625,18870.9758765103,195138.96875,2186.0966640426,177176.87734375,2452.6467273923,202152.424375,2634.1109778437,1831185.94859375,80263.8885042617,3416225.16234375,176324.536723376,2540467.1596875,115668.239162544
CD5,0.0544,284.9,118.9,110.3,1.3995,0.0103,188633.364375,2622.9427552891,358041.75875,3456.4603338462,2397119.89421875,164566.121788603,28731822.4071875,2474241.21486665,221247.04375,28060.0090114031,201165.46953125,16279.6088913544,304981.00125,2860.3591998384,173558.57078125,2500.476882826,199977.5871875,2104.6982428831,2466121.10171875,100229.882598235,5214447.27265625,304624.55430922,4347923.03234375,196710.794984227
CD6,0.0564,152.8,86.7,,0.5451,0.0040261644,42052.14046875,793.7632809686,200039.89875,2227.153982104,414231.84328125,37001.6577115943,4957613.533125,442713.540778298,144730.95703125,263639.193921366,245797.19453125,24284.76370741,77073.1721875,986.0135464465,182087.618125,2668.2690239744,208945.56828125,2211.1172540234,661896.7996875,25682.7440320269,591847.11109375,39493.6613200325,958031.9865625,42205.0991595769
CD7,0.0549,135.8,73.5,,0.3838,0.0029732137,43583.09359375,691.7262183964,172500.10015625,2203.439813275,885834.24953125,58738.2306576902,4684646.83359375,446252.443546193,288818.11703125,250355.237547163,1254358.32890625,51728.717038053,45385.88078125,705.0033097441,180292.6284375,2741.8373172875,199908.29359375,2070.1802082147,2778269.5859375,130330.731521015,1876946.79625,113031.963672778,630992.200625,38252.4344275175
CD8,0.0557,116.4,77,,0.3132,0.0023259407,34416.84515625,632.890208478,136741.03390625,1528.4685272371,346944.53078125,28096.2050792803,4193283.059375,336336.211813817,61730.4946875001,48426.8784833303,318401.3271875,23584.4868289061,48003.53171875,832.5352653049,179182.5653125,2115.355639669,205884.91921875,2146.2891285047,375881.75171875,21005.2806204667,325778.97890625,24541.7252923829,725215.9196875,31152.9156440645
CD9,0.0564,117.9,68.7,,1.0411,0.007752419,61584.67671875,1023.3053538087,328899.38921875,2924.8809303326,654162.84640625,43787.2778989542,7705652.41875,787884.780254174,114157.025625,34488.4202515217,223468.19859375,17895.7321371115,107787.86453125,1400.4815594837,179467.58203125,2530.1186626681,207501.18953125,2458.876107645,859181.07359375,36471.5259681299,963573.9571875,50627.7685423493,1483850.09171875,64938.0471205994
CD10,0.0567,124.6,63.2,60.5,0.1115,0.0015811388,39032.0153125,802.0341230162,75886.108125,1026.1281590753,514877.5753125,42262.1649578337,6136645.8284375,620419.506266128,143392.5134375,36930.9277864223,359546.8921875,26143.5258368447,107608.8621875,1242.9399990224,184268.2034375,2061.5623629159,208658.306875,2365.7922572028,345801.1684375,17990.6014276347,1621126.4190625,99696.819261998,2247202.56,107987.296030344
CD11,0.057,133.5,61.5,63.2,0.0294,0.001,22002.75328125,449.3674041486,32622.168125,616.105896507,319298.55546875,29664.4062352825,3915519.588125,339381.333463248,146022.06578125,32191.4013686782,185296.47140625,20585.6739595822,57584.14359375,806.57939122,180823.70859375,2755.8467911396,207924.52171875,2725.6205555622,239176.8609375,10808.1261360548,925465.00796875,56620.0822285712,1301053.973125,65239.8120348469
CD12,0.0595,155.2,75.3,76.5,0.078,0.0011,31359.33109375,645.7762258208,64240.43078125,903.4956220909,453303.8290625,28558.051468227,5367832.090625,502334.668589383,116846.70421875,42297.5485898824,223921.0540625,19907.5336371566,92209.18375,1353.8446676457,189289.06234375,2739.5179403989,219035.04171875,2335.2901317379,321766.9878125,21113.6063148928,1223563.66984375,83898.8538876917,1902851.5021875,103270.727020456
CD13,0.0552,188,84.6,84.1,0.1628,0.0015,67538.89828125,986.7962805866,149201.525,1828.7562142815,1696327.54921875,99487.7171350045,9398203.0059375,831659.39662746,480831.1453125,501123.295188785,491154.63765625,32726.3754601014,175047.92921875,1723.7353848807,178901.22015625,2448.2716370103,193318.0990625,2474.8030156279,3623755.26765625,156065.946544684,5197018.7321875,294504.461041699,2942006.34109375,174851.856500017
CD14,0.0551,241.4,102.8,90.6,0.335,0.0027,105783.2875,1572.3576835693,39058.11796875,762.2903852711,1642311.87375,127753.057229595,16047796.184375,1552745.1378592,177358.2371875,35309.5399599496,103984.55765625,18616.5476136874,215433.55671875,2538.5452443752,173724.54390625,2340.4209054123,200882.67765625,2409.7552409702,1305232.15203125,64925.0896123826,6534137.2125,345849.573152159,7124876.89609375,340741.596021888
B1,0.0582,147.2,89.4,,0.1894,0.0019235384,34623.150625,707.7455636253,30199.2425,542.1180262168,604630.4521875,41113.0149319751,6683398.36234375,502065.915160606,131717.27875,46752.9926012471,249306.03578125,18783.0895223177,106804.0253125,1299.3491585991,190645.94671875,2509.3870570814,217706.575625,2649.7720770991,188822.3928125,12525.0771663364,8725263.64109375,486473.39911667,3615432.16796875,174146.405048027
B2,0.0551,199.2,90,,0.0012,0.0012727922,12630.0559375,341.7418053672,8205.60890625,285.4510445677,693907.97390625,39213.4523270462,7974641.1934375,690570.922845064,62964.5390625002,40517.9545172331,213122.45921875,24154.6724964618,12400.56875,321.1406648802,176152.42890625,2484.5613021478,199884.0475,2339.5420606803,798880.7946875,31629.0993198057,528216.63515625,31237.0487433963,808133.635625,32553.7849398417
B3,0.0545,153.9,73.4,,0.0246,0.0013453624,17120.4715625,443.9761640971,15149.395,419.9218479103,485328.23,39842.4226935684,3910462.6615625,302745.616153631,672682.66515625,427393.029372898,408037.2878125,25304.6629341103,46488.3521875,678.6066491763,172826.73796875,2205.9572102681,192443.42265625,2282.2547466515,927253.673125,39464.7389148507,982159.61515625,54666.6699170608,1715077.6265625,82874.699603779
B4,0.0549,144.9,74.5,,0.0004,0.0012727922,11114.7925,307.9486480279,5067.36046875,196.8815935469,371054.88078125,33080.6379556268,4448531.600625,430994.427422543,6264.245,53072.8127421113,131204.75515625,15384.3551046784,3866.60734375,168.5996656424,174181.92546875,2661.6074045339,200167.42234375,2107.740232898,378791.04296875,18814.0853399189,194867.95828125,15060.8104472352,286234.4796875,13419.4640436409
B5,0.0546,137.9,73.6,,0.0032,0.0009,25212.556875,541.2056639648,25680.94296875,540.6440793816,1032845.21234375,71927.5772820236,5038531.65015625,466846.50910604,342449.058125,664670.769645433,274260.54140625,22086.0983913814,49532.53953125,600.2226433859,178051.01109375,1987.6714908649,194721.82828125,2598.4400080638,1880042.939375,75031.7559717368,2913042.70078125,146436.795216343,1951698.0471875,117238.203179574
B6,0.0547,265.7,150,,21.6716,0.1431966829,18446.393125,381.3589910111,11540.856875,370.1865974175,21404.2340625,4987.6323490925,299516.20515625,100682.715440553,25761.8979687501,46569.3661436363,134369.80078125,17070.5744843292,4598.9759375,209.9144955159,172610.03828125,2267.7224023855,200235.87703125,2363.40369674,14467.17234375,3989.4261443283,51346.76328125,7669.3561002359,174248.835,9992.4673476489
B16-1,0.0583,208.7,122.5,,0.0237,0.0013453624,62275.230625,1057.5359879289,33506.16984375,634.9025988529,1855485.21359375,120783.859008228,20638885.4353125,2016999.18356179,49383.818125,38939.4064123106,15989.1093749999,14305.5494021678,33069.45390625,612.0335161188,182801.93046875,2268.1128578268,209924.71515625,2682.3575080941,1467745.22,82362.0394283438,1943159.10171875,117452.148172175,828198.24453125,41407.4929611767
B16-2,0.058,310.6,132,,0.0602,0.001421267,139203.39859375,2126.8956146025,56704.9546875,1110.2881797583,4249774.843125,299273.991979415,47876831.5760938,4061194.98471995,98005.9353125002,42168.9069262168,1196.2925000001,13251.178167674,103999.9340625,1037.8528616158,182651.64515625,2281.5807148672,210212.6575,3488.7383353385,3426562.12640625,126646.931261791,4625416.1315625,228297.259196152,2367183.52265625,124819.045919064
B16-3,0.0572,358.8,147.4,,0.0708,0.001421267,140636.425625,1952.0429664474,73220.99703125,1025.709268923,4492165.16828125,253547.233766627,50804963.5254687,5443087.37899251,859807.417187501,43499.1281720968,66204.2135937499,16315.4098315618,151570.21609375,1530.650287638,183492.641875,2361.6955887296,207604.0025,2575.0569081472,3961490.1478125,156919.134160194,5472466.77875,294460.999843962,3541446.04265625,154712.396521162
B16-4,0.058,270.4,137.1,,0.0242,0.0013453624,49637.38109375,747.0006604385,39712.3678125,680.1105914796,2539815.89921875,189780.223843603,29866294.4790625,2612153.34809208,69429.20125,51549.9360991213,-20817.3864062499,11955.4862994567,6895.29234375,284.4898780845,178911.33109375,2424.6834177113,207417.31421875,2490.3130754011,1795031.5240625,77757.2135110612,2267773.314375,144810.517943124,576353.0690625,29025.75173185
B16-5,0.0567,287.9,185.6,,0.0409,0.0013453624,84729.66421875,1399.6578415748,57425.22140625,875.8350269783,5680758.88890625,413190.956762702,68861235.56,4726604.13966593,98010.9023437499,41467.5664379421,-5464.4620312499,13979.9990378169,28975.97625,493.216575564,180548.25765625,1971.6027180748,206276.5628125,2475.5469720021,4324840.6259375,180189.278652989,4451011.68453125,283163.754061177,1713545.64640625,72504.1552556349
B16-6,0.0579,260.5,144.5,,0.0326,0.0013453624,83643.50453125,1289.627107845,58298.9025,942.4832390577,4544971.01578125,291647.207284573,50502330.9514062,4067382.09554722,366673.25140625,451148.471235158,186043.67703125,21353.0340657887,48659.35109375,714.6201649297,182772.38765625,2337.3400364733,207115.5934375,2583.7274788183,4116742.45890625,138590.287102735,5046579.6603125,316292.48628605,1565592.81859375,61768.5155625656
B16-7,0.0568,318.7,158.6,,0.1089,0.0015,256476.45390625,2857.9762978282,104531.5784375,1367.4527919761,7995265.09953125,374374.632909631,94451942.8751563,8325627.79013497,155831.60671875,34170.1964392589,10397.9289062501,13652.9762285304,110603.645,1270.919857225,179094.54,2518.8749473809,206405.1171875,2285.6121952296,5986389.24109375,217631.020956842,7662519.92859375,348384.265439231,3020947.510625,148065.057896649
H1,0.0561,264.2,144.9,,0.1093,0.0015,17470.115625,2081.0881580473,19542.95453125,474.8619916402,2301295.22140625,145950.579324398,26308281.21625,2335695.91938549,117773.6421875,41456.9340465893,-12617.4848437499,13789.3457643233,59149.1346875,840.151239089,175547.37203125,2128.5930877924,198809.86390625,2275.6960435196,5409522.023125,167073.236726701,1090174.33453125,66114.9784234818,1745495.73671875,90499.5377890249
H2,0.0543,250.6,145.4,,0.0499,0.0013453624,20525.48796875,586.3568605534,58291.4496875,862.397672822,3357584.725625,228102.153055397,40883683.8126563,3152291.28796223,127513.278125,38059.2769609756,-18343.0224999998,13184.8736204233,85024.13921875,1135.6535293121,172456.76453125,2282.2824912765,200577.03984375,2432.9161104872,8289222.58109375,339358.324403588,1843873.329375,106243.736117708,3001358.5453125,107016.070978176
H3,0.055,260.3,150.9,,0.019,0.0012727922,12716.14046875,363.0680210152,19834.16859375,430.3215081621,4477858.6184375,268811.714507912,51687097.0421875,5111151.04189777,216980.84640625,27138.4652964501,-13692.6870312498,14343.6933503903,86385.66953125,1146.6150680686,170833.218125,2233.189709553,198358.58109375,2307.4605564051,12842579.8609375,480313.193394975,1718124.6253125,95493.5890385928,3512150.985625,117303.417494484
